Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disoder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$11,100",0.05%,"$2,187.45","$11,049.18",$199.73,0.098,$23.00,0.005,$164.58,1.009,$118.56,0.774,$47.11,0.46,$42.14,0.072,$1.54,0.015,$33.55,0.684,$105.06,1.362,$87.12,2.92,$98.51,0.686,$47.90,0.456,$6.59,0.056,$44.02,0.17,$0.02,0,$199.26,1.756,0.015,0,$156.54,5.457,$148.67,0.777,$15.66,0.057,$1.32,0.004,$2.62,0.035,$44.49,0.425,$20.73,0.018,$21.41,0.055,$0.24,0.002,$1.30,0.013,$8.62,0.095,$24.93,0.589,$26.22,0.446,$60.90,2.474,$78.28,0.608,$120.98,1.147,0.005,0.008,0.01,0.011,0.011,0.012,0.012,0.012,0.012,0.013,$89.31,0.58,$47.44,0.32,$25.72,0.18,$14.63,0.11,$8.62,0.06,$5.24,0.04,$3.28,0.03,$2.14,0.02,$1.43,0.01,$0.96,0.01
"$11,200",0.06%,"$2,195.32","$11,144.49",$201.10,0.099,$23.47,0.005,$164.76,1.01,$118.84,0.775,$47.63,0.462,$42.35,0.073,$1.54,0.015,$33.92,0.689,$105.20,1.364,$87.49,2.925,$98.70,0.687,$47.96,0.457,$6.60,0.056,$44.14,0.17,$0.02,0,$200.36,1.76,0.015,0,$156.91,5.465,$149.46,0.778,$16.01,0.057,$1.34,0.004,$2.63,0.035,$45.00,0.426,$20.88,0.018,$21.47,0.055,$0.24,0.002,$1.30,0.013,$8.83,0.096,$25.09,0.593,$26.46,0.448,$61.03,2.477,$79.14,0.611,$121.22,1.149,0.005,0.008,0.01,0.011,0.012,0.012,0.012,0.012,0.013,0.013,$89.45,0.58,$47.55,0.32,$25.79,0.18,$14.68,0.11,$8.65,0.06,$5.26,0.04,$3.30,0.03,$2.15,0.02,$1.43,0.01,$0.97,0.01
"$11,300",0.06%,"$2,203.14","$11,254.33",$202.44,0.099,$24.28,0.005,$164.89,1.011,$119.15,0.777,$48.01,0.464,$42.63,0.073,$1.54,0.015,$34.08,0.692,$105.40,1.365,$87.68,2.928,$98.88,0.688,$48.04,0.458,$6.61,0.056,$44.23,0.17,$0.02,0,$201.60,1.765,0.016,0,$157.18,5.471,$150.15,0.78,$16.08,0.057,$1.35,0.004,$2.69,0.036,$45.32,0.429,$21.08,0.018,$21.56,0.055,$0.24,0.002,$1.31,0.013,$8.90,0.098,$25.18,0.594,$26.54,0.449,$61.14,2.479,$79.90,0.614,$121.70,1.151,0.005,0.008,0.01,0.011,0.012,0.012,0.012,0.013,0.013,0.013,$89.54,0.58,$47.60,0.32,$25.82,0.18,$14.70,0.11,$8.67,0.06,$5.27,0.04,$3.31,0.03,$2.16,0.02,$1.44,0.01,$0.97,0.01
"$11,400",0.05%,"$2,210.89","$11,353.21",$203.28,0.099,$24.67,0.005,$165.02,1.012,$119.41,0.779,$48.07,0.465,$42.84,0.073,$1.55,0.015,$34.21,0.694,$105.63,1.366,$87.94,2.932,$99.02,0.689,$48.09,0.458,$6.62,0.056,$44.31,0.17,$0.02,0,$202.87,1.769,0.016,0,$157.68,5.477,$151.22,0.781,$16.13,0.058,$1.35,0.004,$2.69,0.036,$45.37,0.429,$21.21,0.018,$21.63,0.055,$0.24,0.002,$1.31,0.013,$8.95,0.098,$25.26,0.596,$26.65,0.45,$61.29,2.482,$80.97,0.616,$121.90,1.152,0.005,0.009,0.01,0.011,0.012,0.012,0.012,0.013,0.013,0.013,$89.65,0.58,$47.68,0.32,$25.89,0.18,$14.75,0.11,$8.70,0.06,$5.29,0.04,$3.32,0.03,$2.16,0.02,$1.44,0.01,$0.97,0.01
"$11,500",0.06%,"$2,218.59","$11,454.07",$204.56,0.1,$25.18,0.005,$165.13,1.013,$120.02,0.783,$48.14,0.465,$43.10,0.074,$1.55,0.015,$34.34,0.696,$105.86,1.367,$88.11,2.936,$99.20,0.69,$48.16,0.459,$6.62,0.056,$44.42,0.17,$0.02,0,$204.26,1.773,0.016,0,$158.03,5.486,$152.17,0.783,$16.19,0.058,$1.37,0.004,$2.71,0.036,$45.43,0.43,$21.38,0.018,$21.73,0.056,$0.25,0.002,$1.31,0.013,$8.99,0.098,$25.36,0.598,$26.72,0.451,$61.40,2.485,$82.14,0.619,$122.12,1.154,0.005,0.009,0.01,0.011,0.012,0.012,0.013,0.013,0.013,0.013,$89.75,0.58,$47.75,0.32,$25.93,0.18,$14.78,0.11,$8.72,0.07,$5.31,0.04,$3.33,0.03,$2.17,0.02,$1.45,0.01,$0.98,0.01
"$11,600",0.06%,"$2,226.24","$11,552.63",$205.81,0.1,$25.93,0.005,$165.31,1.014,$120.28,0.785,$48.43,0.468,$43.39,0.074,$1.55,0.015,$34.52,0.7,$106.08,1.368,$88.37,2.94,$99.60,0.691,$48.23,0.46,$6.63,0.057,$44.74,0.17,$0.02,0,$205.89,1.779,0.016,0,$158.29,5.493,$152.95,0.784,$16.24,0.058,$1.40,0.004,$2.73,0.036,$45.70,0.432,$21.60,0.018,$21.80,0.056,$0.24,0.002,$1.31,0.013,$9.05,0.099,$25.46,0.601,$26.83,0.452,$61.54,2.488,$83.34,0.623,$122.56,1.156,0.005,0.009,0.011,0.012,0.012,0.013,0.013,0.013,0.013,0.013,$89.90,0.58,$47.86,0.32,$26.01,0.18,$14.83,0.11,$8.76,0.07,$5.33,0.04,$3.35,0.03,$2.18,0.02,$1.46,0.01,$0.98,0.01
"$11,700",0.05%,"$2,233.82","$11,656.20",$207.02,0.1,$26.57,0.006,$165.45,1.014,$120.55,0.787,$48.69,0.471,$43.64,0.075,$1.56,0.015,$34.67,0.702,$106.15,1.369,$88.56,2.943,$99.84,0.692,$48.31,0.46,$6.64,0.057,$44.89,0.18,$0.02,0,$207.07,1.782,0.016,0,$158.68,5.499,$153.75,0.786,$16.32,0.058,$1.47,0.004,$2.74,0.036,$45.95,0.435,$21.75,0.018,$21.89,0.056,$0.24,0.002,$1.31,0.013,$9.10,0.099,$25.57,0.603,$26.91,0.453,$61.65,2.49,$84.25,0.626,$122.82,1.157,0.005,0.009,0.011,0.012,0.012,0.013,0.013,0.013,0.013,0.014,$90.01,0.58,$47.94,0.32,$26.06,0.18,$14.87,0.11,$8.78,0.07,$5.35,0.04,$3.36,0.03,$2.19,0.02,$1.46,0.01,$0.98,0.01
"$11,800",0.05%,"$2,241.35","$11,747.58",$208.80,0.101,$27.07,0.006,$165.54,1.015,$120.79,0.788,$48.83,0.472,$43.98,0.075,$1.56,0.015,$34.84,0.705,$106.28,1.37,$88.79,2.947,$100.06,0.693,$48.38,0.461,$6.66,0.057,$45.02,0.18,$0.02,0,$208.04,1.786,0.016,0,$158.91,5.506,$154.37,0.787,$16.40,0.058,$1.48,0.004,$2.75,0.036,$46.08,0.436,$22.01,0.018,$21.98,0.057,$0.24,0.002,$1.31,0.013,$9.18,0.1,$25.66,0.605,$27.02,0.454,$61.77,2.493,$84.99,0.628,$123.05,1.158,0.005,0.009,0.011,0.012,0.012,0.013,0.013,0.013,0.014,0.014,$90.09,0.58,$47.99,0.32,$26.10,0.18,$14.90,0.11,$8.81,0.07,$5.37,0.04,$3.37,0.03,$2.20,0.02,$1.47,0.01,$0.99,0.01
"$11,900",0.06%,"$2,248.82","$11,850.20",$209.77,0.101,$27.61,0.006,$165.76,1.016,$121.22,0.79,$48.99,0.473,$44.23,0.075,$1.56,0.015,$35.17,0.71,$106.45,1.372,$89.09,2.952,$100.33,0.695,$48.52,0.462,$6.68,0.057,$45.14,0.18,$0.02,0,$209.65,1.791,0.017,0,$159.21,5.513,$155.36,0.788,$16.47,0.058,$1.52,0.004,$2.76,0.036,$46.24,0.437,$22.16,0.018,$22.07,0.057,$0.25,0.002,$1.31,0.013,$9.23,0.101,$25.93,0.61,$27.18,0.456,$61.90,2.496,$86.25,0.631,$123.40,1.16,0.005,0.009,0.011,0.012,0.013,0.013,0.013,0.014,0.014,0.014,$90.27,0.59,$48.14,0.33,$26.22,0.18,$14.97,0.11,$8.86,0.07,$5.40,0.04,$3.39,0.03,$2.21,0.02,$1.47,0.01,$0.99,0.01
"$12,000",0.06%,"$2,256.24","$11,947.51",$210.96,0.101,$28.60,0.006,$165.90,1.017,$121.54,0.793,$49.37,0.475,$44.56,0.076,$1.57,0.015,$35.24,0.712,$106.63,1.373,$89.32,2.957,$100.54,0.696,$48.62,0.462,$6.69,0.057,$45.23,0.18,$0.02,0,$210.96,1.798,0.017,0,$159.42,5.519,$155.96,0.79,$16.58,0.058,$1.56,0.004,$2.76,0.036,$46.61,0.439,$22.39,0.019,$22.17,0.057,$0.25,0.002,$1.32,0.013,$9.27,0.101,$25.97,0.611,$27.30,0.458,$62.02,2.499,$87.19,0.636,$123.77,1.162,0.005,0.009,0.011,0.012,0.013,0.013,0.014,0.014,0.014,0.014,$90.38,0.59,$48.23,0.33,$26.28,0.18,$15.03,0.11,$8.90,0.07,$5.43,0.04,$3.41,0.03,$2.23,0.02,$1.48,0.01,$1.00,0.01
"$12,100",0.05%,"$2,263.60","$12,050.38",$211.97,0.102,$29.24,0.006,$165.99,1.018,$121.79,0.794,$49.47,0.476,$44.78,0.076,$1.60,0.015,$35.35,0.713,$106.80,1.374,$89.52,2.961,$100.71,0.697,$48.69,0.463,$6.69,0.057,$45.32,0.18,$0.02,0,$212.56,1.802,0.017,0,$159.65,5.525,$156.55,0.791,$16.64,0.058,$1.57,0.004,$2.78,0.036,$46.70,0.439,$22.53,0.019,$22.25,0.057,$0.25,0.002,$1.35,0.013,$9.29,0.101,$26.06,0.612,$27.37,0.459,$62.16,2.502,$88.46,0.639,$124.09,1.163,0.005,0.009,0.012,0.013,0.013,0.014,0.014,0.014,0.014,0.015,$90.46,0.59,$48.28,0.33,$26.31,0.18,$15.05,0.11,$8.91,0.07,$5.44,0.04,$3.42,0.03,$2.23,0.02,$1.49,0.01,$1.00,0.01
"$12,200",0.04%,"$2,270.92","$12,152.92",$212.81,0.102,$29.55,0.006,$166.09,1.018,$122.05,0.796,$49.57,0.476,$44.97,0.076,$1.60,0.015,$35.54,0.716,$106.92,1.375,$89.79,2.965,$100.91,0.698,$48.76,0.464,$6.71,0.057,$45.45,0.18,$0.02,0,$213.46,1.806,0.018,0,$159.88,5.53,$157.33,0.792,$16.77,0.059,$1.58,0.004,$2.79,0.036,$46.78,0.44,$22.64,0.019,$22.32,0.057,$0.25,0.002,$1.35,0.013,$9.41,0.103,$26.14,0.613,$27.43,0.46,$62.35,2.505,$89.18,0.641,$124.29,1.165,0.005,0.01,0.012,0.013,0.013,0.014,0.014,0.014,0.015,0.015,$90.53,0.59,$48.34,0.33,$26.35,0.18,$15.07,0.11,$8.92,0.07,$5.45,0.04,$3.42,0.03,$2.23,0.02,$1.49,0.01,$1.00,0.01
"$12,300",0.05%,"$2,278.19","$12,249.25",$213.58,0.102,$30.37,0.006,$166.24,1.019,$122.35,0.798,$49.67,0.477,$45.15,0.076,$1.61,0.016,$35.66,0.718,$107.09,1.376,$90.10,2.97,$101.16,0.699,$48.84,0.464,$6.72,0.057,$45.60,0.18,$0.02,0,$214.89,1.81,0.018,0,$160.17,5.536,$158.11,0.793,$16.84,0.059,$1.59,0.004,$2.81,0.037,$46.86,0.44,$22.76,0.019,$22.39,0.058,$0.27,0.002,$1.35,0.013,$9.45,0.103,$26.21,0.615,$27.59,0.461,$62.51,2.509,$90.33,0.644,$124.56,1.166,0.005,0.01,0.012,0.013,0.014,0.014,0.014,0.015,0.015,0.015,$90.66,0.59,$48.44,0.33,$26.42,0.18,$15.13,0.11,$8.96,0.07,$5.47,0.04,$3.43,0.03,$2.24,0.02,$1.50,0.01,$1.01,0.01
"$12,400",0.06%,"$2,285.41","$12,348.11",$214.69,0.102,$30.96,0.006,$166.38,1.02,$122.59,0.799,$49.75,0.477,$45.42,0.077,$1.62,0.016,$35.83,0.721,$107.26,1.378,$90.30,2.974,$101.45,0.7,$48.91,0.465,$6.72,0.057,$45.81,0.18,$0.02,0,$216.37,1.815,0.018,0,$160.80,5.543,$159.09,0.796,$17.13,0.059,$1.60,0.004,$2.84,0.037,$46.90,0.441,$22.93,0.019,$22.49,0.058,$0.27,0.002,$1.35,0.013,$9.49,0.104,$26.34,0.617,$27.70,0.463,$62.60,2.511,$91.56,0.648,$124.81,1.167,0.006,0.01,0.012,0.013,0.014,0.014,0.014,0.015,0.015,0.015,$90.77,0.59,$48.52,0.33,$26.49,0.19,$15.18,0.11,$9.00,0.07,$5.50,0.04,$3.46,0.03,$2.26,0.02,$1.51,0.01,$1.02,0.01
"$12,500",0.04%,"$2,292.58","$12,448.86",$215.61,0.103,$31.82,0.006,$166.49,1.021,$122.83,0.801,$49.86,0.478,$45.66,0.077,$1.62,0.016,$35.93,0.723,$107.38,1.379,$90.56,2.977,$101.61,0.701,$48.97,0.466,$6.73,0.057,$45.92,0.18,$0.02,0,$217.67,1.819,0.018,0,$161.02,5.547,$159.67,0.797,$17.16,0.059,$1.65,0.004,$2.85,0.037,$47.01,0.441,$23.09,0.019,$22.57,0.058,$0.27,0.002,$1.35,0.013,$9.51,0.104,$26.41,0.619,$27.81,0.464,$62.75,2.513,$92.62,0.651,$125.05,1.169,0.006,0.01,0.012,0.013,0.014,0.014,0.015,0.015,0.015,0.015,$90.86,0.59,$48.59,0.33,$26.54,0.19,$15.21,0.11,$9.03,0.07,$5.52,0.04,$3.47,0.03,$2.27,0.02,$1.52,0.01,$1.02,0.01
"$12,600",0.05%,"$2,299.70","$12,550.97",$216.79,0.103,$32.30,0.006,$166.59,1.021,$123.16,0.803,$50.41,0.482,$45.91,0.077,$1.62,0.016,$36.12,0.725,$107.50,1.38,$90.79,2.982,$101.89,0.702,$49.06,0.467,$6.74,0.057,$46.09,0.18,$0.02,0,$218.86,1.823,0.018,0,$161.54,5.554,$160.47,0.799,$17.24,0.059,$1.67,0.004,$2.86,0.037,$47.55,0.445,$23.24,0.019,$22.66,0.058,$0.27,0.002,$1.35,0.013,$9.61,0.104,$26.51,0.62,$27.91,0.465,$62.88,2.517,$93.58,0.653,$125.28,1.17,0.006,0.01,0.012,0.013,0.014,0.014,0.015,0.015,0.015,0.015,$90.93,0.59,$48.63,0.33,$26.57,0.19,$15.23,0.11,$9.04,0.07,$5.53,0.04,$3.47,0.03,$2.28,0.02,$1.52,0.01,$1.02,0.01
"$12,700",0.04%,"$2,306.77","$12,646.20",$217.91,0.103,$32.89,0.006,$166.67,1.022,$123.42,0.805,$50.52,0.483,$46.13,0.078,$1.63,0.016,$36.26,0.728,$107.59,1.381,$90.98,2.985,$102.02,0.703,$49.11,0.467,$6.74,0.057,$46.17,0.18,$0.02,0,$219.88,1.827,0.019,0,$161.84,5.559,$161.44,0.8,$17.29,0.059,$1.70,0.004,$2.88,0.037,$47.64,0.446,$23.40,0.019,$22.73,0.058,$0.28,0.002,$1.35,0.013,$9.64,0.105,$26.62,0.623,$27.98,0.466,$63.01,2.519,$94.40,0.656,$125.48,1.171,0.006,0.01,0.012,0.013,0.014,0.015,0.015,0.015,0.015,0.016,$90.99,0.59,$48.68,0.33,$26.60,0.19,$15.25,0.11,$9.05,0.07,$5.54,0.04,$3.48,0.03,$2.28,0.02,$1.52,0.01,$1.03,0.01
"$12,800",0.05%,"$2,313.79","$12,760.38",$219.45,0.104,$33.85,0.007,$166.79,1.022,$123.86,0.807,$50.68,0.484,$46.58,0.078,$1.63,0.016,$36.51,0.73,$107.76,1.381,$91.14,2.988,$102.34,0.705,$49.22,0.468,$6.75,0.057,$46.38,0.18,$0.02,0,$221.00,1.831,0.019,0,$162.06,5.565,$162.00,0.801,$17.36,0.059,$1.73,0.004,$2.90,0.037,$47.78,0.447,$23.74,0.02,$22.84,0.059,$0.28,0.002,$1.35,0.013,$9.81,0.106,$26.70,0.624,$28.06,0.467,$63.08,2.521,$95.25,0.658,$125.75,1.173,0.006,0.01,0.013,0.014,0.014,0.015,0.015,0.015,0.016,0.016,$91.10,0.59,$48.76,0.33,$26.66,0.19,$15.29,0.11,$9.07,0.07,$5.55,0.04,$3.49,0.03,$2.29,0.02,$1.53,0.01,$1.03,0.01
"$12,900",0.05%,"$2,320.76","$12,847.60",$220.51,0.104,$34.42,0.007,$166.90,1.023,$124.15,0.809,$50.74,0.485,$46.71,0.078,$1.64,0.016,$36.63,0.732,$107.93,1.383,$91.38,2.992,$102.54,0.706,$49.31,0.469,$6.75,0.057,$46.48,0.18,$0.02,0,$222.12,1.835,0.019,0,$162.34,5.572,$163.10,0.803,$17.51,0.06,$1.74,0.004,$2.91,0.037,$47.84,0.448,$23.80,0.02,$22.91,0.059,$0.28,0.002,$1.36,0.013,$9.84,0.106,$26.78,0.626,$28.15,0.468,$63.23,2.524,$96.17,0.661,$125.95,1.174,0.006,0.01,0.013,0.014,0.015,0.015,0.015,0.016,0.016,0.016,$91.19,0.59,$48.83,0.33,$26.71,0.19,$15.33,0.11,$9.09,0.07,$5.56,0.04,$3.50,0.03,$2.29,0.02,$1.53,0.01,$1.03,0.01
"$13,000",0.04%,"$2,327.69","$12,948.82",$221.25,0.104,$34.94,0.007,$167.01,1.024,$124.34,0.81,$50.83,0.485,$46.90,0.079,$1.65,0.016,$36.76,0.734,$108.09,1.384,$91.56,2.995,$102.68,0.706,$49.35,0.469,$6.76,0.057,$46.57,0.18,$0.02,0,$223.25,1.839,0.019,0,$162.54,5.578,$163.94,0.804,$17.57,0.06,$1.77,0.004,$2.91,0.037,$47.91,0.448,$23.92,0.02,$22.97,0.059,$0.28,0.002,$1.37,0.014,$9.90,0.106,$26.85,0.627,$28.24,0.469,$63.31,2.526,$97.13,0.663,$126.12,1.175,0.006,0.011,0.013,0.014,0.015,0.015,0.016,0.016,0.016,0.016,$91.28,0.59,$48.89,0.33,$26.75,0.19,$15.36,0.11,$9.11,0.07,$5.58,0.04,$3.51,0.03,$2.30,0.02,$1.54,0.01,$1.04,0.01
"$13,100",0.05%,"$2,334.58","$13,047.97",$222.12,0.104,$35.90,0.007,$167.08,1.024,$124.59,0.812,$50.95,0.486,$47.04,0.079,$1.66,0.016,$36.84,0.735,$108.35,1.385,$91.72,2.998,$102.84,0.707,$49.40,0.47,$6.76,0.057,$46.68,0.18,$0.02,0,$224.64,1.843,0.02,0,$162.81,5.585,$165.32,0.806,$17.66,0.06,$1.80,0.004,$2.94,0.037,$48.01,0.449,$24.01,0.02,$23.03,0.059,$0.28,0.002,$1.38,0.014,$9.94,0.107,$26.91,0.628,$28.36,0.47,$63.36,2.528,$98.24,0.666,$126.40,1.177,0.006,0.011,0.013,0.014,0.015,0.015,0.016,0.016,0.016,0.016,$91.35,0.59,$48.95,0.33,$26.80,0.19,$15.39,0.11,$9.14,0.07,$5.60,0.04,$3.53,0.03,$2.32,0.02,$1.56,0.01,$1.06,0.01
"$13,200",0.04%,"$2,341.41","$13,154.83",$223.06,0.105,$36.40,0.007,$167.17,1.025,$124.83,0.813,$51.02,0.487,$47.37,0.079,$1.66,0.016,$37.04,0.738,$108.42,1.385,$92.07,3.001,$103.20,0.709,$49.49,0.47,$6.77,0.058,$46.94,0.18,$0.02,0,$225.91,1.847,0.02,0,$163.09,5.59,$165.90,0.807,$17.71,0.06,$1.83,0.004,$2.95,0.037,$48.06,0.449,$24.25,0.02,$23.12,0.059,$0.28,0.002,$1.38,0.014,$10.00,0.107,$27.04,0.631,$28.45,0.47,$63.62,2.53,$99.21,0.669,$126.70,1.178,0.006,0.011,0.013,0.014,0.015,0.016,0.016,0.016,0.016,0.016,$91.42,0.59,$49.00,0.33,$26.83,0.19,$15.42,0.11,$9.16,0.07,$5.61,0.04,$3.54,0.03,$2.33,0.02,$1.56,0.01,$1.06,0.01
"$13,300",0.05%,"$2,348.20","$13,246.33",$224.26,0.105,$37.18,0.007,$167.27,1.025,$125.11,0.815,$51.18,0.488,$47.53,0.079,$1.69,0.016,$37.12,0.74,$108.49,1.386,$92.23,3.005,$103.67,0.71,$49.61,0.471,$6.79,0.058,$47.26,0.18,$0.02,0,$227.98,1.853,0.02,0,$163.27,5.594,$166.77,0.809,$17.77,0.06,$1.86,0.004,$2.99,0.038,$48.19,0.451,$24.33,0.02,$23.20,0.06,$0.28,0.002,$1.41,0.014,$10.02,0.107,$27.10,0.633,$28.52,0.472,$63.71,2.533,$100.73,0.673,$127.24,1.181,0.006,0.011,0.013,0.015,0.015,0.016,0.016,0.016,0.017,0.017,$91.50,0.59,$49.06,0.33,$26.86,0.19,$15.43,0.11,$9.16,0.07,$5.61,0.04,$3.54,0.03,$2.33,0.02,$1.56,0.01,$1.06,0.01
"$13,400",0.06%,"$2,354.94","$13,354.83",$225.98,0.105,$37.68,0.007,$167.45,1.026,$125.42,0.817,$51.54,0.489,$47.68,0.08,$1.69,0.016,$37.36,0.744,$108.75,1.388,$92.45,3.011,$103.88,0.712,$49.71,0.473,$6.80,0.058,$47.37,0.18,$0.02,0,$229.97,1.859,0.02,0,$163.63,5.602,$167.49,0.81,$17.84,0.061,$1.87,0.004,$3.01,0.038,$48.53,0.451,$24.42,0.02,$23.26,0.06,$0.28,0.002,$1.41,0.014,$10.05,0.107,$27.32,0.637,$28.67,0.476,$63.78,2.535,$102.46,0.677,$127.51,1.182,0.006,0.011,0.013,0.015,0.015,0.016,0.016,0.017,0.017,0.017,$91.65,0.59,$49.17,0.33,$26.95,0.19,$15.50,0.11,$9.22,0.07,$5.66,0.04,$3.58,0.03,$2.36,0.02,$1.59,0.01,$1.08,0.01
"$13,500",0.04%,"$2,361.62","$13,443.76",$226.89,0.106,$38.49,0.007,$167.52,1.027,$125.68,0.819,$51.61,0.49,$47.95,0.08,$1.69,0.016,$37.48,0.746,$109.08,1.389,$92.67,3.015,$104.07,0.713,$49.74,0.473,$6.81,0.058,$47.52,0.18,$0.02,0,$230.98,1.862,0.021,0,$163.78,5.606,$168.19,0.811,$17.89,0.061,$1.87,0.004,$3.03,0.038,$48.58,0.452,$24.62,0.02,$23.32,0.06,$0.28,0.002,$1.41,0.014,$10.08,0.108,$27.40,0.639,$28.80,0.477,$63.87,2.538,$103.24,0.679,$127.74,1.183,0.006,0.011,0.014,0.015,0.016,0.016,0.017,0.017,0.017,0.017,$91.71,0.59,$49.21,0.33,$26.98,0.19,$15.52,0.11,$9.23,0.07,$5.67,0.04,$3.58,0.03,$2.36,0.02,$1.59,0.01,$1.08,0.01
"$13,600",0.04%,"$2,368.26","$13,553.68",$227.60,0.106,$39.34,0.007,$167.57,1.027,$125.96,0.821,$51.86,0.492,$48.37,0.08,$1.71,0.016,$37.61,0.748,$109.21,1.389,$92.77,3.018,$104.27,0.714,$49.84,0.474,$6.82,0.058,$47.61,0.18,$0.02,0,$232.37,1.866,0.021,0,$164.02,5.611,$168.74,0.812,$18.03,0.061,$1.90,0.004,$3.04,0.038,$48.82,0.454,$24.96,0.02,$23.41,0.06,$0.30,0.002,$1.41,0.014,$10.14,0.108,$27.47,0.64,$28.84,0.478,$63.93,2.54,$104.39,0.682,$127.98,1.184,0.006,0.011,0.014,0.015,0.016,0.016,0.017,0.017,0.017,0.017,$91.75,0.59,$49.25,0.33,$27.00,0.19,$15.53,0.11,$9.24,0.07,$5.68,0.04,$3.59,0.03,$2.37,0.02,$1.59,0.01,$1.08,0.01
"$13,700",0.04%,"$2,374.86","$13,642.62",$228.89,0.106,$40.16,0.007,$167.64,1.028,$126.21,0.822,$51.93,0.493,$48.52,0.08,$1.71,0.016,$37.76,0.751,$109.33,1.39,$92.93,3.021,$104.50,0.715,$49.92,0.474,$6.83,0.058,$47.75,0.18,$0.02,0,$233.39,1.869,0.021,0,$164.18,5.615,$169.33,0.813,$18.10,0.061,$1.90,0.004,$3.06,0.038,$48.87,0.455,$25.05,0.02,$23.47,0.06,$0.31,0.002,$1.41,0.014,$10.20,0.109,$27.56,0.642,$28.89,0.479,$64.04,2.542,$105.18,0.684,$128.21,1.185,0.006,0.011,0.014,0.015,0.016,0.017,0.017,0.017,0.018,0.018,$91.81,0.6,$49.29,0.33,$27.03,0.19,$15.55,0.11,$9.26,0.07,$5.69,0.04,$3.60,0.03,$2.37,0.02,$1.60,0.01,$1.09,0.01
"$13,800",0.04%,"$2,381.42","$13,754.16",$230.47,0.106,$40.74,0.007,$167.72,1.028,$126.47,0.825,$52.02,0.493,$48.68,0.081,$1.73,0.016,$37.94,0.753,$109.41,1.391,$93.08,3.023,$104.64,0.715,$49.97,0.475,$6.83,0.058,$47.84,0.18,$0.02,0,$234.40,1.872,0.021,0,$164.31,5.618,$169.91,0.814,$18.15,0.061,$1.94,0.004,$3.07,0.038,$48.95,0.455,$25.16,0.02,$23.52,0.06,$0.31,0.002,$1.42,0.014,$10.26,0.109,$27.69,0.645,$28.96,0.479,$64.12,2.544,$105.97,0.686,$128.42,1.186,0.007,0.012,0.014,0.015,0.016,0.017,0.017,0.017,0.018,0.018,$91.87,0.6,$49.34,0.33,$27.07,0.19,$15.58,0.11,$9.28,0.07,$5.70,0.04,$3.61,0.03,$2.39,0.02,$1.61,0.01,$1.09,0.01
